connection_initiator,connection,date_conection,messages_exchanged
742,116,2019-06-12,66231
249,36,2019-05-26,95199
903,454,2020-11-03,44001
610,913,2019-08-10,74229
396,52,2019-10-21,69451
156,77,2020-03-18,5017
19,458,2019-08-25,55164
991,955,2019-08-20,74299
925,952,2020-09-26,80944
110,595,2019-07-10,84788
363,146,2019-10-02,87687
435,582,2019-12-04,27164
578,871,2020-01-10,86168
808,455,2020-07-17,99569
637,314,2019-03-25,16697
309,518,2020-12-17,59438
318,988,2019-05-31,30741
497,919,2020-05-29,19278
888,190,2019-03-05,49401
586,208,2019-12-20,38888
702,633,2019-04-19,56522
361,204,2020-08-16,71356
854,628,2019-04-15,22272
516,924,2019-05-31,34092
766,57,2020-01-10,89504
956,146,2019-10-08,92598
469,174,2020-04-20,16214
209,361,2020-01-07,49709
923,988,2020-09-15,37095
904,628,2021-02-06,70805
823,865,2019-06-08,31672
355,44,2020-05-22,41509
662,449,2020-01-11,45435
616,994,2019-10-07,73934
344,123,2020-06-26,76286
721,569,2019-11-20,91064
439,822,2019-04-24,20209
639,262,2019-08-29,61299
387,433,2020-01-29,80716
335,850,2020-06-23,70917
517,486,2019-12-01,52270
681,917,2020-06-26,75364
137,823,2020-04-04,68504
617,499,2019-04-03,48226
443,282,2019-12-07,95270
754,193,2020-01-01,64008
355,655,2019-02-24,98347
217,976,2020-01-08,44176
978,620,2020-09-05,47295
799,253,2021-01-18,34857
47,432,2019-10-25,73959
619,820,2020-01-26,63048
374,239,2019-07-26,49113
19,328,2019-12-03,76848
580,327,2019-10-03,54966
321,113,2020-02-18,64951
252,259,2019-04-29,33748
386,511,2019-07-12,47738
80,646,2020-10-28,64833
270,572,2019-05-13,43651
881,760,2019-09-21,76706
250,603,2019-05-16,2783
956,951,2020-04-26,78105
672,621,2020-06-02,43597
132,508,2020-08-05,82179
398,151,2019-06-17,32156
222,53,2020-10-28,43775
794,671,2020-08-16,46707
787,99,2020-01-30,49684
649,729,2021-02-08,64093
226,744,2019-12-24,11555
210,756,2019-07-11,68034
909,723,2020-10-06,3622
170,671,2020-01-11,19462
8,963,2020-01-19,34069
9,834,2019-07-03,17365
229,741,2019-08-29,37621
71,141,2020-02-05,9338
58,402,2019-11-09,81458
649,835,2021-02-14,18088
535,651,2020-03-30,38756
89,241,2019-06-08,14334
277,791,2019-11-21,28757
948,612,2020-02-12,22009
410,376,2020-06-22,32238
792,702,2020-06-27,29197
215,809,2019-04-26,71857
83,751,2020-02-28,42621
546,446,2020-09-26,8044
881,770,2019-07-26,65661
431,741,2019-10-04,14325
492,230,2019-02-19,58597
201,1001,2020-11-23,11933
594,867,2020-08-13,42075
503,848,2020-02-01,15067
461,103,2020-06-12,12055
387,224,2020-02-11,15824
805,162,2019-02-24,44463
668,853,2019-08-06,49050
962,448,2019-10-07,34384
530,447,2019-05-17,31740
349,196,2020-10-07,4192
812,896,2020-06-20,6551
976,201,2019-10-09,85170
313,454,2020-04-16,38305
572,594,2020-06-05,27697
603,241,2019-06-19,9769
407,568,2020-01-13,25786
712,715,2020-08-19,5696
237,28,2020-09-23,27896
932,417,2020-02-19,97031
850,549,2019-04-30,86854
162,410,2020-07-28,87633
851,925,2020-03-10,92492
462,662,2020-09-30,46855
56,644,2019-08-17,88301
602,462,2020-04-15,81062
539,989,2020-10-01,17525
256,921,2019-12-29,30409
788,518,2019-09-23,70731
930,351,2020-06-22,46677
368,869,2019-03-06,44196
734,541,2019-05-22,43792
329,211,2019-09-15,37799
916,462,2021-01-04,91898
747,394,2020-07-21,29982
869,691,2019-03-21,38732
440,556,2019-02-18,89559
227,113,2019-09-05,97438
857,164,2019-12-24,43814
145,280,2020-04-01,41423
379,382,2021-01-09,72740
198,162,2020-05-14,50687
775,927,2020-08-22,68510
516,759,2019-12-22,15989
245,843,2020-01-29,57089
942,655,2019-05-08,87923
445,906,2020-09-19,80044
374,760,2019-09-02,12158
409,743,2019-11-19,5912
92,459,2019-09-26,78667
212,569,2020-12-25,3797
179,52,2020-09-26,63745
278,777,2020-07-24,6578
550,390,2021-01-23,50809
997,952,2019-07-20,33788
974,837,2020-05-25,73634
430,325,2019-04-25,48700
811,183,2019-03-17,4733
879,389,2019-04-13,12183
158,258,2020-10-25,84203
683,945,2019-09-09,61435
121,239,2019-10-13,68132
990,57,2020-04-07,31552
151,964,2019-11-09,29344
530,735,2019-05-20,42073
721,593,2020-04-04,85
27,998,2020-12-16,60184
716,817,2019-08-30,21528
250,482,2021-01-09,63706
466,372,2021-02-01,27330
128,191,2020-10-01,25843
28,789,2019-06-25,26338
796,323,2019-04-11,8287
28,993,2020-01-06,88718
531,578,2020-12-17,53243
6,648,2019-10-01,36837
85,723,2019-09-25,88991
253,237,2020-03-27,32828
82,278,2019-06-02,98265
687,498,2020-05-08,63106
210,769,2020-03-30,58469
65,226,2020-06-19,29571
876,488,2019-07-31,64085
783,251,2020-04-05,42332
398,676,2019-05-10,61913
906,880,2020-01-03,66801
15,863,2020-06-24,82060
369,662,2020-04-15,98559
18,575,2019-12-28,70444
379,515,2020-09-15,54779
209,717,2020-10-14,64821
986,234,2021-01-20,53279
758,282,2020-10-22,54176
801,27,2019-09-22,29806
196,277,2019-10-03,92030
965,319,2020-01-27,8257
59,240,2019-12-03,86767
593,915,2020-05-04,80079
32,633,2020-06-20,32588
448,272,2019-06-05,13999
993,596,2019-06-19,59171
839,1001,2019-05-24,44738
125,125,2020-08-12,10234
48,147,2019-05-22,83666
716,194,2019-12-11,5752
223,566,2019-12-26,72130
583,838,2020-05-22,8570
694,90,2020-02-16,71125
116,378,2019-06-06,70409
952,524,2020-04-27,47320
270,926,2020-07-21,85676
349,54,2019-10-08,45800
554,953,2019-11-20,67419
728,981,2020-06-22,62953
626,86,2020-02-20,42134
283,498,2020-09-16,81389
989,640,2020-01-06,82433
843,527,2019-08-06,69959
177,231,2020-02-23,92542
141,381,2020-03-03,78173
143,572,2020-08-10,96803
776,97,2020-03-13,81977
345,569,2019-10-23,74966
108,792,2020-03-06,23019
583,755,2020-07-08,77690
945,808,2019-04-05,41578
235,374,2020-01-28,7584
555,767,2019-10-09,9215
806,115,2019-06-08,15337
400,448,2020-09-18,15966
156,188,2020-03-08,73675
158,300,2019-03-30,94446
874,521,2021-01-07,32203
950,772,2020-06-14,78113
779,496,2019-08-04,1971
571,877,2019-03-09,15904
106,791,2019-11-21,41627
464,293,2020-02-19,62049
318,376,2019-12-18,36704
395,196,2021-01-08,93519
214,887,2019-02-25,20045
832,906,2020-12-06,1977
750,986,2020-04-02,98266
552,321,2019-04-10,87848
840,138,2020-08-04,90608
26,830,2020-12-22,20567
775,462,2019-04-22,40439
103,628,2020-08-04,6646
995,421,2020-09-16,46921
837,382,2021-02-05,44958
291,518,2020-07-21,75315
163,332,2019-12-21,45770
522,288,2019-02-22,24874
393,42,2019-11-25,36507
373,581,2019-03-21,14492
987,889,2019-05-19,31936
297,727,2020-06-14,3618
303,32,2019-02-20,22984
45,678,2019-09-15,68792
963,552,2020-12-27,15359
768,927,2020-06-29,36641
380,587,2020-08-14,66866
920,732,2019-10-03,9717
724,449,2020-09-04,80641
420,204,2021-01-17,6622
922,459,2019-08-13,5375
148,306,2019-06-07,99127
601,372,2020-09-23,50675
593,616,2020-05-07,66532
246,245,2019-09-29,71449
729,866,2019-07-16,47864
571,739,2019-05-10,85767
486,498,2020-01-21,95634
232,804,2020-02-10,96753
398,283,2020-08-27,49503
625,27,2019-11-01,46530
627,913,2019-12-13,85364
188,943,2019-06-28,29343
936,698,2019-11-01,52869
369,7,2020-01-11,86622
937,114,2020-07-05,84062
903,562,2021-01-14,52874
295,645,2020-08-04,44437
908,690,2020-01-22,48570
757,251,2019-06-12,64934
716,763,2020-01-31,27550
469,724,2021-02-11,38710
597,354,2020-08-21,32336
491,799,2019-06-12,52892
631,472,2020-03-31,47938
771,909,2019-10-21,54566
704,120,2019-05-29,16976
23,377,2019-07-30,72164
426,549,2021-01-25,23059
145,287,2019-07-13,29443
422,625,2020-01-28,65698
267,397,2019-11-16,42820
434,526,2020-10-23,41767
576,805,2019-12-17,35057
666,4,2020-01-15,11822
879,200,2020-11-05,22054
172,200,2020-03-06,59687
419,228,2019-12-17,99243
726,357,2020-09-06,60321
670,893,2019-08-08,32890
241,879,2020-10-27,590
671,569,2019-07-20,45901
669,765,2020-01-25,29013
62,633,2021-02-17,26623
578,788,2019-07-26,46315
605,252,2020-05-18,56253
918,36,2020-08-22,51439
623,996,2019-03-28,18839
427,420,2021-01-21,92976
564,376,2019-12-16,22048
150,523,2019-03-15,71702
540,275,2019-08-18,22124
910,52,2020-06-23,80448
968,493,2019-04-24,25076
252,955,2020-12-25,69523
266,720,2019-07-13,21109
695,960,2019-11-27,67095
147,484,2019-04-03,36528
372,339,2020-09-17,47099
904,289,2020-06-27,18773
169,454,2020-07-28,48060
764,645,2019-07-02,23284
747,413,2019-08-18,96938
189,767,2020-06-06,90937
379,839,2019-10-07,18740
346,405,2020-06-07,46584
566,948,2019-04-26,28837
808,458,2020-08-18,11303
833,914,2020-12-23,1091
70,916,2020-03-21,78882
440,463,2020-09-23,14524
240,108,2019-09-26,83000
856,944,2020-10-09,67249
301,875,2020-12-30,20582
363,924,2021-01-03,96620
388,792,2019-11-19,58213
372,994,2020-01-03,51023
675,75,2020-02-08,16150
33,513,2019-03-31,85286
952,805,2020-06-22,81760
351,342,2020-08-12,39505
78,40,2020-03-24,52638
200,824,2020-07-19,22305
297,347,2020-07-05,50252
859,920,2020-04-18,53724
148,795,2021-02-09,49433
843,340,2020-09-10,58043
10,634,2021-02-12,55039
980,152,2020-01-18,95315
359,66,2020-05-14,90347
152,371,2020-02-06,34876
346,135,2020-03-04,33747
600,91,2019-09-03,2572
664,238,2020-08-17,13322
275,68,2020-02-22,43325
786,496,2019-08-04,61917
22,297,2019-11-06,50422
441,402,2019-09-12,36402
354,390,2019-03-22,93225
42,732,2019-03-24,32431
918,173,2019-03-30,36096
513,689,2019-06-24,46752
458,636,2019-11-16,28898
166,489,2019-02-21,77115
154,739,2019-10-01,32953
963,763,2020-07-10,43074
837,746,2019-02-23,2767
135,544,2019-06-07,30414
80,294,2019-04-08,28894
604,123,2020-10-21,34015
480,744,2020-01-16,55244
569,441,2020-07-30,28790
453,520,2019-08-09,72180
104,233,2020-06-04,31330
19,377,2019-12-22,52505
657,267,2020-04-26,4936
352,923,2021-02-02,86998
451,107,2019-08-08,60151
558,969,2020-02-05,33960
98,72,2019-07-17,15625
442,992,2019-11-08,5399
270,315,2020-06-04,40405
713,769,2019-05-08,42205
76,857,2020-06-02,39094
289,212,2021-01-03,77806
945,992,2019-04-25,56274
366,887,2020-10-27,65240
385,502,2019-10-23,28583
70,183,2019-10-26,50410
947,973,2020-04-09,75007
393,526,2020-02-06,95181
816,211,2021-01-11,22235
397,427,2019-10-28,79408
225,159,2019-09-04,19933
322,315,2019-03-12,58311
774,837,2020-03-29,67529
365,947,2019-03-24,98855
420,572,2019-07-15,95267
194,869,2019-12-01,82457
131,309,2019-04-21,40753
499,921,2019-07-30,40326
194,26,2020-12-24,24223
156,324,2020-03-31,45524
521,548,2019-11-13,41103
436,357,2019-07-13,47044
756,279,2020-11-29,22427
30,385,2019-07-24,50484
789,437,2019-09-01,62024
312,43,2020-07-24,23480
503,890,2020-09-06,1560
484,263,2020-09-11,19688
606,856,2019-10-10,25269
323,457,2019-10-18,58031
969,778,2020-03-25,35565
420,470,2020-12-16,63358
761,710,2019-12-13,33118
600,542,2019-09-03,84874
491,176,2020-02-27,85898
679,663,2019-11-12,68600
274,454,2020-12-26,59770
933,469,2020-08-24,57137
569,61,2019-08-23,24006
235,961,2019-03-24,69817
60,440,2019-10-13,67627
240,518,2021-02-12,36644
370,140,2020-04-21,58501
950,669,2019-04-15,89845
43,720,2019-02-25,75448
811,935,2020-02-11,13044
482,957,2020-03-08,54254
904,227,2020-09-02,92012
405,181,2020-01-24,64575
809,488,2019-03-26,19621
876,151,2021-01-30,4929
34,450,2020-11-07,71817
163,144,2020-01-04,45945
40,502,2020-03-07,71142
990,4,2020-02-10,14042
242,423,2020-01-25,28109
810,41,2019-05-20,29552
822,914,2019-04-25,58359
346,664,2019-04-22,27261
782,606,2019-08-24,24475
669,408,2019-05-05,99363
754,908,2020-11-20,21288
760,637,2020-10-04,49946
325,213,2019-06-17,67881
835,476,2020-01-05,10115
679,607,2021-01-04,70983
255,739,2021-01-31,17249
722,607,2019-08-02,7244
322,607,2020-01-26,26007
521,243,2020-06-07,51026
123,419,2019-04-18,49482
135,811,2020-11-14,57731
586,920,2020-01-15,50545
894,77,2020-04-27,4274
155,986,2020-09-26,35431
19,947,2021-01-06,22603
597,114,2020-11-23,70441
787,618,2019-12-21,17933
137,1,2019-03-20,35059
329,819,2019-07-08,66850
267,171,2019-08-30,99360
98,342,2020-03-04,84980
237,821,2019-08-07,50977
785,641,2019-05-28,39620
929,796,2020-12-01,837
728,226,2020-12-25,27239
154,178,2019-09-22,36486
445,605,2021-02-12,14712
833,451,2019-11-18,99416
617,254,2019-10-24,44946
577,48,2020-01-21,89663
129,909,2019-05-12,47190
404,257,2020-04-25,79866
734,188,2021-01-16,56210
818,72,2019-09-27,99595
486,10,2020-06-05,43191
632,352,2020-04-13,58437
767,633,2020-10-22,30508
163,312,2019-07-24,67139
938,623,2020-08-23,58430
369,861,2019-10-06,15972
290,523,2020-10-13,81442
185,908,2020-01-27,87976
365,935,2020-03-23,59565
358,754,2020-06-01,14366
43,469,2020-02-11,88766
540,613,2020-04-09,49747
263,235,2020-06-24,70843
693,971,2019-09-08,65041
601,169,2019-09-17,92985
751,664,2019-08-17,41732
821,414,2019-03-02,557
73,949,2019-05-21,61366
657,847,2020-06-09,52212
599,240,2020-10-18,82563
948,734,2020-08-23,36461
398,630,2019-05-05,57978
965,722,2019-07-02,76676
888,274,2020-09-09,70154
940,289,2020-01-06,41021
464,231,2019-08-30,5247
653,891,2019-08-06,17746
29,829,2019-09-27,610
575,868,2021-01-01,28194
147,611,2020-09-11,77250
502,702,2020-07-14,49517
303,530,2019-02-23,6201
156,144,2020-09-16,18011
772,161,2020-04-08,60552
377,81,2020-03-24,6964
533,923,2020-01-16,67151
14,648,2020-12-16,13275
490,105,2019-03-28,33633
501,769,2019-05-23,5279
110,595,2019-12-13,68109
793,97,2020-07-03,79957
345,831,2019-09-17,38334
530,250,2019-05-20,75961
230,78,2020-09-12,94274
786,884,2020-05-01,33143
768,782,2019-11-23,50138
83,152,2019-08-15,81061
207,410,2020-07-26,22509
867,614,2020-08-27,25348
951,231,2020-08-17,36022
578,785,2020-04-17,12467
840,33,2020-07-15,15234
537,51,2019-09-25,68090
135,534,2019-08-09,39387
111,201,2020-09-14,58842
354,282,2020-11-25,95777
648,648,2021-01-18,73129
428,101,2019-08-23,48319
284,668,2019-04-09,61083
981,671,2020-03-26,270
580,280,2019-10-14,37343
764,598,2020-07-26,25385
126,42,2019-10-30,53606
897,549,2019-08-18,574
230,686,2019-12-04,23512
13,384,2020-06-20,14777
728,814,2020-02-26,74611
774,435,2019-09-28,31071
947,631,2020-05-15,28044
722,378,2019-07-01,51718
792,6,2019-06-04,73845
838,39,2020-11-07,64925
392,757,2019-03-02,3056
558,522,2020-04-22,42686
67,842,2020-03-16,77245
678,261,2019-10-30,90884
852,960,2019-11-30,3055
143,107,2020-05-17,36439
217,809,2020-06-25,79824
319,492,2019-03-09,7374
433,243,2020-11-09,16216
794,114,2019-05-29,62202
554,337,2020-12-30,55317
637,21,2019-12-22,98246
799,358,2019-06-18,20241
342,640,2019-07-05,97783
383,42,2020-03-20,78698
458,997,2019-04-18,83984
71,507,2019-06-03,50510
252,407,2020-10-04,97720
337,240,2019-07-28,25781
347,884,2020-10-16,19729
943,831,2021-01-28,96038
480,42,2020-10-11,35006
872,777,2020-03-09,74865
621,596,2020-05-05,44880
816,356,2020-10-05,64958
179,978,2020-08-11,51195
314,994,2019-08-02,67153
100,541,2019-08-19,87753
817,739,2020-09-08,85264
432,24,2019-05-31,98109
969,919,2020-11-12,25821
825,318,2019-08-18,75608
997,117,2020-09-30,58949
138,702,2019-12-13,13286
920,435,2019-11-19,17016
920,305,2020-06-04,18517
683,233,2020-05-22,33672
270,209,2019-05-31,66528
424,168,2020-06-20,83536
271,191,2020-03-11,6797
283,559,2021-01-17,77542
137,327,2021-01-30,25320
218,630,2019-05-12,464
630,812,2020-06-10,51786
275,906,2020-11-26,21948
423,464,2019-03-10,27484
890,154,2020-04-01,94727
356,745,2020-05-26,23680
742,214,2019-11-23,97153
930,231,2020-03-03,45568
845,136,2020-02-06,78163
411,796,2019-10-15,22506
876,799,2019-02-27,58732
445,995,2019-08-07,34701
631,510,2020-04-24,59574
931,676,2020-07-09,75938
434,93,2019-06-24,64786
366,270,2020-07-15,84502
182,17,2020-12-31,98059
206,910,2020-03-08,62439
941,122,2020-11-07,29858
915,796,2020-09-12,57770
58,358,2020-02-26,49842
988,581,2020-04-17,21270
496,424,2019-10-19,42527
634,934,2020-08-17,26090
828,50,2020-12-07,46859
987,809,2019-04-20,95453
259,715,2019-09-07,70515
88,263,2019-06-04,92719
841,264,2020-06-01,65812
712,992,2019-12-27,75838
906,929,2020-08-17,95872
748,577,2019-07-16,7555
662,44,2020-11-17,7438
127,39,2019-10-21,94171
210,142,2020-10-20,6916
641,164,2019-10-02,71922
35,509,2019-12-13,52835
21,811,2019-04-04,24897
290,963,2019-07-30,26220
976,790,2019-03-19,96677
547,451,2019-10-20,19790
158,326,2020-09-04,75140
613,762,2020-09-20,35953
887,826,2019-08-30,45484
735,334,2019-11-11,17253
269,101,2020-12-19,90810
419,413,2020-01-26,61455
608,144,2020-07-21,94108
720,992,2020-09-03,85656
338,131,2020-07-14,99386
349,696,2020-07-12,23274
654,219,2019-08-12,48917
19,305,2019-09-08,65364
513,462,2019-11-12,84065
899,497,2020-07-23,75643
469,942,2019-06-24,27917
147,505,2019-10-12,12940
184,828,2019-03-03,70437
941,944,2019-11-21,67247
695,546,2020-05-08,83366
564,243,2020-04-12,36552
310,876,2019-04-04,3241
714,970,2020-09-08,85745
978,254,2020-06-21,22882
306,297,2019-06-15,52846
999,41,2019-11-19,40103
563,382,2019-03-07,14082
648,432,2020-03-05,6068
362,730,2020-06-19,3430
623,412,2019-04-06,15694
476,41,2019-03-09,13829
737,222,2019-08-24,40157
209,444,2019-03-24,93610
251,608,2019-02-27,26087
130,777,2019-08-12,78818
816,608,2020-07-09,41578
679,151,2019-10-29,32497
242,392,2019-04-10,31673
726,187,2020-11-16,58492
192,739,2019-04-07,91519
272,566,2019-11-12,45487
822,754,2020-07-17,20784
891,512,2020-01-12,15848
723,174,2019-06-03,4029
435,858,2021-01-11,85801
854,688,2021-02-03,84480
977,277,2019-08-05,48347
345,670,2020-02-01,68999
269,790,2020-01-22,72190
818,728,2019-06-08,55778
770,994,2019-11-23,1098
944,74,2019-10-18,96305
740,166,2019-07-05,90231
318,167,2020-07-06,90247
835,904,2019-10-31,4274
566,965,2020-09-05,27203
416,342,2020-10-19,59564
631,556,2020-09-20,13108
60,626,2020-01-01,14887
861,63,2019-12-12,64700
535,361,2019-02-25,13557
376,71,2020-01-01,33376
573,216,2021-01-10,41897
854,96,2019-09-10,42101
354,392,2020-04-07,159
528,829,2020-04-05,9438
854,205,2020-11-03,82021
759,752,2020-09-11,45236
329,976,2020-08-04,98350
962,419,2020-08-18,45681
697,104,2020-02-12,13911
970,833,2020-09-29,89952
2,396,2019-03-22,34240
142,967,2020-05-01,74440
421,65,2021-02-02,2987
927,275,2019-05-24,21886
764,359,2020-01-01,87358
438,809,2019-12-18,41817
31,948,2019-07-01,91378
348,279,2019-02-20,90773
208,137,2020-03-12,22441
667,55,2019-06-05,16375
948,419,2020-06-15,95341
575,400,2020-12-23,81557
568,856,2020-07-16,41891
255,228,2020-03-23,27835
786,394,2020-12-01,40482
464,529,2020-09-08,90347
795,296,2020-08-14,64190
79,448,2019-06-13,63206
561,522,2019-04-20,70483
234,530,2019-11-01,99871
385,258,2019-08-21,37574
206,188,2020-12-01,64769
435,356,2020-11-22,65495
422,170,2020-11-16,4090
567,608,2019-07-04,96303
86,424,2019-08-28,46467
452,388,2019-03-07,29777
423,556,2020-11-05,95644
156,191,2021-01-14,31871
653,114,2019-06-29,12902
370,187,2020-09-16,61540
717,103,2020-10-21,15549
691,25,2020-11-30,1337
233,510,2020-08-02,65782
674,3,2020-04-29,31154
331,775,2019-06-28,33844
509,542,2020-08-28,45848
146,912,2019-04-19,14006
425,609,2020-01-15,61059
446,391,2021-02-07,16590
665,682,2020-12-20,20557
819,195,2020-05-27,19118
651,474,2019-05-09,92775
260,321,2020-06-13,87307
907,154,2020-06-20,56065
639,244,2020-02-08,48895
971,400,2020-08-22,85352
39,42,2019-06-14,93903
246,11,2020-06-09,11315
884,406,2020-05-30,97936
466,378,2019-03-21,32607
717,730,2019-09-02,11992
